S17176_1:101		Capture_1:201		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		Capture_6:206		Capture_7:207		Capture_8:208		Capture_9:209		Capture_10:210		Capture_11:211		Capture_12:212		Capture_13:213		Capture_14:214		
535.266	2	535.266	1	535.266	6	535.266	2	535.266	5	535.266	3	535.266	3	535.266	5	535.266	2	535.266	1	535.266	5	535.266	3	535.266	6	535.266	5	535.266	2	
535.743	2	535.743	1	535.743	0	535.743	-1	535.743	4	535.743	1	535.743	1	535.743	0	535.743	3	535.743	1	535.743	3	535.743	3	535.743	3	535.743	-1	535.743	2	
536.22	-1	536.22	-1	536.22	0	536.22	-4	536.22	-1	536.22	-1	536.22	3	536.22	1	536.22	1	536.22	-3	536.22	-1	536.22	0	536.22	-1	536.22	0	536.22	-2	
536.697	-4	536.697	1	536.697	1	536.697	0	536.697	-5	536.697	0	536.697	1	536.697	-3	536.697	-1	536.697	2	536.697	1	536.697	-1	536.697	-3	536.697	0	536.697	1	
537.174	3	537.174	7	537.174	5	537.174	5	537.174	7	537.174	6	537.174	6	537.174	5	537.174	4	537.174	3	537.174	4	537.174	3	537.174	7	537.174	7	537.174	5	
537.651	-3	537.651	-4	537.651	-3	537.651	-4	537.651	-4	537.651	-6	537.651	-6	537.651	-5	537.651	-9	537.651	-5	537.651	-4	537.651	2	537.651	-4	537.651	-5	537.651	-6	
538.128	0	538.128	1	538.128	-3	538.128	1	538.128	2	538.128	5	538.128	6	538.128	2	538.128	2	538.128	1	538.128	2	538.128	1	538.128	2	538.128	2	538.128	3	
538.605	-7	538.605	-3	538.605	-5	538.605	-3	538.605	-3	538.605	-2	538.605	0	538.605	-1	538.605	-6	538.605	-5	538.605	-5	538.605	-9	538.605	-4	538.605	-4	538.605	-7	
539.082	3	539.082	3	539.082	3	539.082	4	539.082	3	539.082	0	539.082	2	539.082	4	539.082	3	539.082	-1	539.082	6	539.082	3	539.082	4	539.082	-1	539.082	0	
539.559	1	539.559	0	539.559	-1	539.559	-4	539.559	-4	539.559	0	539.559	-5	539.559	-3	539.559	-3	539.559	-3	539.559	-4	539.559	-1	539.559	-1	539.559	-4	539.559	-6	
540.037	-3	540.037	-1	540.037	-1	540.037	-3	540.037	-1	540.037	0	540.037	3	540.037	-8	540.037	-3	540.037	0	540.037	-1	540.037	0	540.037	-1	540.037	0	540.037	-3	
540.514	4	540.514	4	540.514	4	540.514	8	540.514	3	540.514	1	540.514	2	540.514	6	540.514	6	540.514	8	540.514	4	540.514	4	540.514	6	540.514	3	540.514	6	
540.991	7	540.991	6	540.991	-2	540.991	1	540.991	0	540.991	5	540.991	2	540.991	1	540.991	4	540.991	3	540.991	-2	540.991	3	540.991	5	540.991	2	540.991	4	
541.469	2	541.469	1	541.469	2	541.469	3	541.469	-5	541.469	2	541.469	1	541.469	5	541.469	1	541.469	2	541.469	3	541.469	2	541.469	-1	541.469	2	541.469	4	
541.946	1	541.946	1	541.946	-3	541.946	1	541.946	-2	541.946	-1	541.946	-5	541.946	-2	541.946	0	541.946	2	541.946	1	541.946	-2	541.946	-2	541.946	3	541.946	-2	
542.424	4	542.424	1	542.424	4	542.424	0	542.424	2	542.424	-2	542.424	1	542.424	3	542.424	1	542.424	0	542.424	5	542.424	3	542.424	-1	542.424	2	542.424	-1	
542.901	0	542.901	1	542.901	-1	542.901	0	542.901	-3	542.901	1	542.901	2	542.901	-2	542.901	2	542.901	1	542.901	3	542.901	3	542.901	1	542.901	-2	542.901	2	
543.379	1	543.379	-2	543.379	4	543.379	2	543.379	2	543.379	-3	543.379	1	543.379	3	543.379	0	543.379	4	543.379	1	543.379	3	543.379	3	543.379	5	543.379	-1	
543.856	-4	543.856	3	543.856	1	543.856	1	543.856	-1	543.856	1	543.856	0	543.856	3	543.856	1	543.856	0	543.856	0	543.856	-1	543.856	-1	543.856	-2	543.856	-4	
544.334	-1	544.334	0	544.334	5	544.334	-1	544.334	1	544.334	0	544.334	3	544.334	6	544.334	5	544.334	5	544.334	4	544.334	3	544.334	5	544.334	0	544.334	4	
544.812	1	544.812	-1	544.812	0	544.812	0	544.812	-1	544.812	2	544.812	4	544.812	1	544.812	-1	544.812	4	544.812	2	544.812	2	544.812	0	544.812	-1	544.812	2	
545.289	7	545.289	3	545.289	3	545.289	0	545.289	0	545.289	3	545.289	1	545.289	4	545.289	0	545.289	3	545.289	1	545.289	5	545.289	5	545.289	2	545.289	4	
545.767	2	545.767	2	545.767	-2	545.767	-5	545.767	-3	545.767	-3	545.767	0	545.767	3	545.767	1	545.767	-7	545.767	0	545.767	-3	545.767	0	545.767	0	545.767	-3	
546.245	-2	546.245	-1	546.245	-4	546.245	-1	546.245	-5	546.245	-3	546.245	-1	546.245	-3	546.245	-1	546.245	-2	546.245	2	546.245	1	546.245	-3	546.245	-2	546.245	-3	
546.723	1	546.723	3	546.723	4	546.723	0	546.723	2	546.723	0	546.723	1	546.723	-2	546.723	0	546.723	2	546.723	-2	546.723	1	546.723	1	546.723	0	546.723	6	
547.201	-1	547.201	2	547.201	2	547.201	-6	547.201	0	547.201	1	547.201	-2	547.201	2	547.201	-3	547.201	-3	547.201	-1	547.201	-2	547.201	-1	547.201	2	547.201	-2	
547.679	0	547.679	-4	547.679	0	547.679	2	547.679	3	547.679	-1	547.679	1	547.679	3	547.679	6	547.679	-1	547.679	3	547.679	-1	547.679	1	547.679	2	547.679	0	
548.157	-9	548.157	-6	548.157	-10	548.157	-6	548.157	-6	548.157	-6	548.157	-1	548.157	-7	548.157	-2	548.157	-8	548.157	-4	548.157	-3	548.157	-6	548.157	-9	548.157	-3	
548.635	1	548.635	1	548.635	0	548.635	4	548.635	1	548.635	4	548.635	2	548.635	-4	548.635	0	548.635	1	548.635	-5	548.635	2	548.635	0	548.635	0	548.635	2	
549.113	6	549.113	0	549.113	2	549.113	0	549.113	5	549.113	5	549.113	0	549.113	2	549.113	0	549.113	3	549.113	0	549.113	1	549.113	1	549.113	0	549.113	0	
549.591	-3	549.591	0	549.591	0	549.591	-2	549.591	-1	549.591	-1	549.591	1	549.591	-3	549.591	4	549.591	3	549.591	1	549.591	1	549.591	1	549.591	-1	549.591	0	
550.069	0	550.069	-3	550.069	2	550.069	2	550.069	0	550.069	-2	550.069	1	550.069	-2	550.069	4	550.069	4	550.069	-1	550.069	4	550.069	4	550.069	2	550.069	-1	
550.548	1	550.548	4	550.548	6	550.548	7	550.548	3	550.548	7	550.548	4	550.548	2	550.548	6	550.548	5	550.548	8	550.548	3	550.548	-4	550.548	1	550.548	4	
551.026	2	551.026	4	551.026	0	551.026	3	551.026	2	551.026	3	551.026	-1	551.026	2	551.026	4	551.026	-1	551.026	1	551.026	-2	551.026	2	551.026	3	551.026	3	
551.504	0	551.504	1	551.504	1	551.504	3	551.504	4	551.504	3	551.504	3	551.504	3	551.504	2	551.504	0	551.504	2	551.504	1	551.504	2	551.504	2	551.504	4	
551.983	4	551.983	-3	551.983	-2	551.983	2	551.983	0	551.983	5	551.983	1	551.983	1	551.983	4	551.983	-2	551.983	1	551.983	2	551.983	4	551.983	0	551.983	5	
552.461	1	552.461	0	552.461	-1	552.461	2	552.461	2	552.461	1	552.461	0	552.461	1	552.461	1	552.461	4	552.461	2	552.461	0	552.461	2	552.461	3	552.461	-1	
552.94	-2	552.94	5	552.94	2	552.94	0	552.94	3	552.94	0	552.94	4	552.94	2	552.94	2	552.94	2	552.94	5	552.94	1	552.94	2	552.94	0	552.94	3	
553.418	-2	553.418	-1	553.418	-2	553.418	3	553.418	-1	553.418	-2	553.418	1	553.418	1	553.418	1	553.418	-2	553.418	-1	553.418	0	553.418	1	553.418	2	553.418	0	
553.897	-4	553.897	-6	553.897	-2	553.897	2	553.897	-1	553.897	3	553.897	0	553.897	-2	553.897	-4	553.897	-5	553.897	-5	553.897	-2	553.897	-2	553.897	-4	553.897	-2	
554.375	-2	554.375	0	554.375	1	554.375	-2	554.375	-2	554.375	-5	554.375	4	554.375	-2	554.375	0	554.375	-3	554.375	-3	554.375	0	554.375	0	554.375	-2	554.375	-2	
554.854	-2	554.854	0	554.854	-2	554.854	-4	554.854	3	554.854	-2	554.854	1	554.854	-2	554.854	-2	554.854	0	554.854	0	554.854	2	554.854	-1	554.854	-1	554.854	-1	
555.333	3	555.333	1	555.333	-1	555.333	2	555.333	1	555.333	1	555.333	4	555.333	-2	555.333	6	555.333	2	555.333	-1	555.333	2	555.333	3	555.333	3	555.333	0	
555.811	-5	555.811	0	555.811	0	555.811	1	555.811	2	555.811	1	555.811	-2	555.811	-2	555.811	1	555.811	1	555.811	2	555.811	3	555.811	2	555.811	-1	555.811	2	
556.29	-4	556.29	-3	556.29	-5	556.29	0	556.29	1	556.29	-5	556.29	-5	556.29	0	556.29	-6	556.29	-3	556.29	-6	556.29	0	556.29	0	556.29	-6	556.29	-7	
556.769	1	556.769	2	556.769	-1	556.769	-1	556.769	1	556.769	-2	556.769	0	556.769	1	556.769	2	556.769	1	556.769	1	556.769	2	556.769	-2	556.769	-3	556.769	0	
557.248	-5	557.248	-12	557.248	-7	557.248	-11	557.248	-8	557.248	-8	557.248	-7	557.248	-7	557.248	-8	557.248	-12	557.248	-3	557.248	-6	557.248	-7	557.248	-7	557.248	-7	
557.727	-5	557.727	-4	557.727	-2	557.727	2	557.727	-1	557.727	-3	557.727	-6	557.727	-3	557.727	-2	557.727	-3	557.727	0	557.727	0	557.727	2	557.727	0	557.727	0	
558.206	0	558.206	4	558.206	2	558.206	2	558.206	2	558.206	-2	558.206	1	558.206	-1	558.206	-1	558.206	1	558.206	4	558.206	3	558.206	3	558.206	2	558.206	-1	
558.685	4	558.685	5	558.685	2	558.685	-2	558.685	-1	558.685	0	558.685	2	558.685	-2	558.685	0	558.685	5	558.685	1	558.685	-3	558.685	-2	558.685	2	558.685	-7	
559.164	0	559.164	2	559.164	2	559.164	0	559.164	2	559.164	1	559.164	2	559.164	4	559.164	1	559.164	1	559.164	0	559.164	3	559.164	-3	559.164	2	559.164	5	
559.643	0	559.643	-2	559.643	-2	559.643	0	559.643	-1	559.643	0	559.643	-2	559.643	-2	559.643	-2	559.643	-2	559.643	2	559.643	-1	559.643	1	559.643	-4	559.643	-4	
560.122	4	560.122	0	560.122	-1	560.122	3	560.122	1	560.122	3	560.122	1	560.122	5	560.122	2	560.122	0	560.122	0	560.122	7	560.122	1	560.122	-1	560.122	2	
560.601	-2	560.601	1	560.601	-1	560.601	-6	560.601	-4	560.601	-4	560.601	-1	560.601	-2	560.601	-3	560.601	-1	560.601	-4	560.601	1	560.601	-7	560.601	-2	560.601	-4	
561.08	7	561.08	3	561.08	3	561.08	3	561.08	-3	561.08	1	561.08	5	561.08	1	561.08	7	561.08	1	561.08	6	561.08	1	561.08	4	561.08	2	561.08	1	
561.559	-2	561.559	-2	561.559	2	561.559	-2	561.559	0	561.559	-2	561.559	0	561.559	1	561.559	-1	561.559	-1	561.559	0	561.559	2	561.559	4	561.559	6	561.559	3	
562.039	1	562.039	5	562.039	0	562.039	6	562.039	-4	562.039	-1	562.039	1	562.039	5	562.039	3	562.039	1	562.039	3	562.039	6	562.039	4	562.039	2	562.039	5	
562.518	5	562.518	2	562.518	0	562.518	5	562.518	1	562.518	3	562.518	6	562.518	2	562.518	2	562.518	6	562.518	0	562.518	0	562.518	2	562.518	3	562.518	4	
562.997	5	562.997	0	562.997	2	562.997	-1	562.997	1	562.997	0	562.997	3	562.997	0	562.997	3	562.997	4	562.997	5	562.997	2	562.997	3	562.997	1	562.997	2	
563.477	1	563.477	1	563.477	1	563.477	-1	563.477	5	563.477	-1	563.477	0	563.477	0	563.477	-1	563.477	2	563.477	3	563.477	-3	563.477	-1	563.477	-2	563.477	-1	
563.956	-2	563.956	0	563.956	-3	563.956	-2	563.956	-4	563.956	-2	563.956	0	563.956	-3	563.956	-1	563.956	1	563.956	-1	563.956	0	563.956	-3	563.956	0	563.956	-2	
564.436	6	564.436	3	564.436	4	564.436	7	564.436	6	564.436	1	564.436	8	564.436	7	564.436	4	564.436	6	564.436	2	564.436	4	564.436	3	564.436	4	564.436	1	
564.915	2	564.915	4	564.915	1	564.915	-1	564.915	1	564.915	2	564.915	3	564.915	2	564.915	0	564.915	2	564.915	2	564.915	3	564.915	0	564.915	-7	564.915	-1	
565.395	2	565.395	0	565.395	3	565.395	4	565.395	1	565.395	6	565.395	5	565.395	2	565.395	1	565.395	-1	565.395	1	565.395	5	565.395	2	565.395	2	565.395	3	
565.875	2	565.875	6	565.875	5	565.875	5	565.875	5	565.875	2	565.875	2	565.875	1	565.875	8	565.875	4	565.875	5	565.875	5	565.875	4	565.875	7	565.875	7	
566.354	2	566.354	3	566.354	0	566.354	1	566.354	3	566.354	-1	566.354	0	566.354	2	566.354	3	566.354	4	566.354	-2	566.354	2	566.354	-3	566.354	2	566.354	-1	
566.834	6	566.834	2	566.834	-1	566.834	0	566.834	3	566.834	4	566.834	3	566.834	4	566.834	7	566.834	7	566.834	4	566.834	-3	566.834	1	566.834	5	566.834	2	
567.314	-4	567.314	-1	567.314	-2	567.314	2	567.314	0	567.314	0	567.314	2	567.314	3	567.314	0	567.314	0	567.314	5	567.314	-4	567.314	1	567.314	3	567.314	1	
567.793	1	567.793	4	567.793	8	567.793	1	567.793	4	567.793	2	567.793	4	567.793	4	567.793	5	567.793	-1	567.793	2	567.793	2	567.793	0	567.793	3	567.793	0	
568.273	2	568.273	5	568.273	-1	568.273	1	568.273	1	568.273	5	568.273	2	568.273	4	568.273	2	568.273	4	568.273	-3	568.273	4	568.273	4	568.273	-1	568.273	1	
568.753	-3	568.753	-5	568.753	-7	568.753	-3	568.753	-6	568.753	-8	568.753	-4	568.753	-6	568.753	-5	568.753	-7	568.753	-4	568.753	-4	568.753	-9	568.753	-1	568.753	-4	
569.233	4	569.233	5	569.233	6	569.233	1	569.233	0	569.233	-2	569.233	8	569.233	4	569.233	-1	569.233	2	569.233	4	569.233	2	569.233	1	569.233	2	569.233	-3	
569.713	-5	569.713	-4	569.713	1	569.713	1	569.713	-2	569.713	-3	569.713	0	569.713	-1	569.713	-3	569.713	-3	569.713	-1	569.713	-4	569.713	-2	569.713	-4	569.713	-3	
570.193	3	570.193	4	570.193	2	570.193	6	570.193	6	570.193	1	570.193	2	570.193	-3	570.193	4	570.193	2	570.193	-4	570.193	1	570.193	1	570.193	-4	570.193	-2	
570.673	7	570.673	5	570.673	3	570.673	1	570.673	1	570.673	8	570.673	2	570.673	3	570.673	0	570.673	0	570.673	5	570.673	5	570.673	-2	570.673	2	570.673	2	
571.153	-3	571.153	1	571.153	-4	571.153	1	571.153	-3	571.153	-2	571.153	-1	571.153	-1	571.153	-1	571.153	-1	571.153	-2	571.153	1	571.153	-4	571.153	-1	571.153	-1	
571.633	4	571.633	1	571.633	4	571.633	5	571.633	3	571.633	-1	571.633	2	571.633	1	571.633	4	571.633	4	571.633	1	571.633	3	571.633	3	571.633	4	571.633	1	
572.113	0	572.113	-2	572.113	2	572.113	-3	572.113	5	572.113	0	572.113	-2	572.113	1	572.113	0	572.113	1	572.113	-2	572.113	2	572.113	-2	572.113	2	572.113	-1	
572.594	3	572.594	-1	572.594	2	572.594	0	572.594	1	572.594	4	572.594	-3	572.594	0	572.594	3	572.594	0	572.594	2	572.594	0	572.594	-1	572.594	-2	572.594	0	
573.074	4	573.074	1	573.074	0	573.074	-5	573.074	0	573.074	-3	573.074	4	573.074	-1	573.074	3	573.074	-2	573.074	2	573.074	0	573.074	1	573.074	-1	573.074	1	
573.554	-3	573.554	0	573.554	1	573.554	5	573.554	0	573.554	0	573.554	1	573.554	2	573.554	3	573.554	2	573.554	1	573.554	2	573.554	-1	573.554	0	573.554	-1	
574.034	4	574.034	-2	574.034	1	574.034	3	574.034	5	574.034	7	574.034	1	574.034	7	574.034	3	574.034	1	574.034	1	574.034	4	574.034	2	574.034	1	574.034	-1	
574.515	7	574.515	6	574.515	7	574.515	5	574.515	3	574.515	3	574.515	4	574.515	4	574.515	4	574.515	5	574.515	5	574.515	3	574.515	3	574.515	3	574.515	6	
574.995	-2	574.995	-2	574.995	-2	574.995	-3	574.995	-4	574.995	-3	574.995	4	574.995	2	574.995	-6	574.995	-6	574.995	1	574.995	-1	574.995	-6	574.995	-1	574.995	-1	
575.476	2	575.476	-2	575.476	2	575.476	0	575.476	-3	575.476	0	575.476	2	575.476	2	575.476	-2	575.476	2	575.476	0	575.476	-1	575.476	1	575.476	4	575.476	2	
575.956	-3	575.956	-2	575.956	-3	575.956	-4	575.956	3	575.956	2	575.956	-4	575.956	-2	575.956	-1	575.956	-2	575.956	-1	575.956	-4	575.956	-4	575.956	0	575.956	-4	
576.437	4	576.437	8	576.437	1	576.437	2	576.437	7	576.437	6	576.437	3	576.437	2	576.437	4	576.437	5	576.437	3	576.437	6	576.437	4	576.437	5	576.437	5	
576.917	-1	576.917	1	576.917	3	576.917	0	576.917	-4	576.917	0	576.917	3	576.917	3	576.917	1	576.917	2	576.917	4	576.917	4	576.917	2	576.917	0	576.917	0	
577.398	-4	577.398	-4	577.398	-5	577.398	-4	577.398	-3	577.398	0	577.398	-3	577.398	-2	577.398	-2	577.398	-1	577.398	-5	577.398	-1	577.398	-1	577.398	-3	577.398	-4	
577.878	-2	577.878	-1	577.878	-3	577.878	-1	577.878	-1	577.878	-1	577.878	-4	577.878	-1	577.878	0	577.878	-4	577.878	-6	577.878	-3	577.878	0	577.878	-4	577.878	0	
578.359	0	578.359	-1	578.359	-4	578.359	-4	578.359	-2	578.359	-7	578.359	-3	578.359	-5	578.359	-1	578.359	-2	578.359	-2	578.359	-3	578.359	-8	578.359	-5	578.359	-5	
578.84	6	578.84	0	578.84	1	578.84	-1	578.84	3	578.84	0	578.84	6	578.84	4	578.84	7	578.84	4	578.84	7	578.84	2	578.84	3	578.84	4	578.84	6	
579.32	-1	579.32	4	579.32	7	579.32	5	579.32	2	579.32	3	579.32	3	579.32	5	579.32	2	579.32	3	579.32	5	579.32	4	579.32	3	579.32	0	579.32	4	
579.801	-1	579.801	4	579.801	0	579.801	1	579.801	1	579.801	1	579.801	-2	579.801	-2	579.801	-1	579.801	5	579.801	0	579.801	2	579.801	3	579.801	5	579.801	0	
580.282	2	580.282	2	580.282	3	580.282	-1	580.282	2	580.282	3	580.282	3	580.282	2	580.282	0	580.282	1	580.282	0	580.282	6	580.282	3	580.282	2	580.282	-1	
580.763	0	580.763	1	580.763	0	580.763	-2	580.763	-4	580.763	-4	580.763	2	580.763	-3	580.763	-5	580.763	-3	580.763	-2	580.763	0	580.763	-4	580.763	-1	580.763	0	
581.244	2	581.244	1	581.244	1	581.244	7	581.244	5	581.244	5	581.244	0	581.244	4	581.244	5	581.244	4	581.244	2	581.244	4	581.244	2	581.244	4	581.244	3	
581.725	2	581.725	6	581.725	2	581.725	4	581.725	6	581.725	5	581.725	3	581.725	7	581.725	5	581.725	1	581.725	2	581.725	4	581.725	4	581.725	4	581.725	-3	
582.206	2	582.206	0	582.206	2	582.206	1	582.206	4	582.206	-2	582.206	2	582.206	2	582.206	1	582.206	2	582.206	-3	582.206	0	582.206	0	582.206	-4	582.206	-2	
582.687	4	582.687	2	582.687	3	582.687	2	582.687	-1	582.687	1	582.687	5	582.687	2	582.687	3	582.687	3	582.687	2	582.687	4	582.687	0	582.687	7	582.687	2	
583.168	-2	583.168	3	583.168	-1	583.168	-2	583.168	0	583.168	1	583.168	6	583.168	0	583.168	0	583.168	1	583.168	1	583.168	0	583.168	5	583.168	4	583.168	-3	
583.649	-4	583.649	-2	583.649	-6	583.649	0	583.649	-1	583.649	-1	583.649	-4	583.649	0	583.649	1	583.649	-2	583.649	-3	583.649	-2	583.649	0	583.649	-2	583.649	-3	
584.13	-7	584.13	-4	584.13	-5	584.13	-3	584.13	-3	584.13	-5	584.13	-2	584.13	-6	584.13	-3	584.13	-5	584.13	-1	584.13	-2	584.13	-5	584.13	-5	584.13	-4	
584.611	1	584.611	1	584.611	3	584.611	1	584.611	5	584.611	2	584.611	5	584.611	4	584.611	3	584.611	0	584.611	2	584.611	2	584.611	3	584.611	3	584.611	1	
585.093	-11	585.093	-9	585.093	-9	585.093	-10	585.093	-7	585.093	-9	585.093	-6	585.093	-12	585.093	-10	585.093	-11	585.093	-10	585.093	-8	585.093	-8	585.093	-9	585.093	-12	
585.574	-2	585.574	2	585.574	0	585.574	2	585.574	-2	585.574	-3	585.574	-3	585.574	-1	585.574	-4	585.574	4	585.574	2	585.574	-3	585.574	-3	585.574	-1	585.574	0	
586.055	1	586.055	5	586.055	1	586.055	4	586.055	5	586.055	2	586.055	4	586.055	2	586.055	2	586.055	1	586.055	5	586.055	4	586.055	2	586.055	-1	586.055	1	
586.536	3	586.536	5	586.536	2	586.536	1	586.536	-2	586.536	5	586.536	2	586.536	3	586.536	2	586.536	-2	586.536	2	586.536	0	586.536	2	586.536	4	586.536	2	
587.018	2	587.018	5	587.018	1	587.018	3	587.018	2	587.018	0	587.018	0	587.018	1	587.018	4	587.018	4	587.018	2	587.018	0	587.018	3	587.018	6	587.018	0	
587.499	-5	587.499	0	587.499	-2	587.499	-1	587.499	0	587.499	2	587.499	-2	587.499	-5	587.499	-1	587.499	-1	587.499	-5	587.499	-3	587.499	-1	587.499	-5	587.499	1	
587.981	-5	587.981	-1	587.981	-4	587.981	-4	587.981	-1	587.981	-2	587.981	-4	587.981	-2	587.981	-1	587.981	-1	587.981	3	587.981	-2	587.981	-1	587.981	-1	587.981	-4	
588.462	-1	588.462	-2	588.462	1	588.462	0	588.462	-3	588.462	0	588.462	-2	588.462	-2	588.462	2	588.462	-1	588.462	-2	588.462	2	588.462	-3	588.462	-1	588.462	1	
588.944	-4	588.944	2	588.944	0	588.944	-1	588.944	3	588.944	0	588.944	2	588.944	3	588.944	4	588.944	-3	588.944	2	588.944	2	588.944	0	588.944	0	588.944	1	
589.425	1	589.425	1	589.425	1	589.425	-1	589.425	0	589.425	2	589.425	1	589.425	-2	589.425	-1	589.425	-4	589.425	0	589.425	-2	589.425	-3	589.425	0	589.425	1	
589.907	-3	589.907	1	589.907	-4	589.907	-7	589.907	-4	589.907	-4	589.907	-5	589.907	-7	589.907	-5	589.907	-7	589.907	1	589.907	-5	589.907	-1	589.907	-2	589.907	-3	
590.388	3	590.388	-1	590.388	1	590.388	3	590.388	-4	590.388	0	590.388	2	590.388	1	590.388	1	590.388	-1	590.388	3	590.388	3	590.388	0	590.388	0	590.388	2	
590.87	-3	590.87	-3	590.87	-2	590.87	-2	590.87	-2	590.87	-1	590.87	2	590.87	5	590.87	-2	590.87	-3	590.87	-4	590.87	-1	590.87	1	590.87	1	590.87	0	
591.352	-1	591.352	1	591.352	0	591.352	-1	591.352	0	591.352	3	591.352	3	591.352	4	591.352	4	591.352	1	591.352	1	591.352	-2	591.352	1	591.352	-3	591.352	-2	
591.834	0	591.834	2	591.834	3	591.834	5	591.834	3	591.834	1	591.834	1	591.834	2	591.834	-1	591.834	3	591.834	3	591.834	1	591.834	-1	591.834	-1	591.834	0	
592.315	3	592.315	1	592.315	1	592.315	-3	592.315	0	592.315	0	592.315	1	592.315	-4	592.315	-1	592.315	0	592.315	2	592.315	1	592.315	-2	592.315	-1	592.315	-1	
592.797	0	592.797	4	592.797	-2	592.797	3	592.797	5	592.797	3	592.797	3	592.797	5	592.797	5	592.797	8	592.797	3	592.797	4	592.797	8	592.797	6	592.797	2	
593.279	-4	593.279	-3	593.279	-3	593.279	2	593.279	2	593.279	1	593.279	3	593.279	3	593.279	4	593.279	-1	593.279	-2	593.279	-4	593.279	-2	593.279	-3	593.279	1	
593.761	1	593.761	4	593.761	3	593.761	0	593.761	-3	593.761	1	593.761	-1	593.761	2	593.761	2	593.761	1	593.761	1	593.761	3	593.761	2	593.761	2	593.761	0	
594.243	2	594.243	0	594.243	4	594.243	4	594.243	3	594.243	3	594.243	2	594.243	4	594.243	2	594.243	2	594.243	3	594.243	4	594.243	5	594.243	1	594.243	2	
594.725	4	594.725	3	594.725	3	594.725	6	594.725	3	594.725	4	594.725	6	594.725	4	594.725	5	594.725	0	594.725	8	594.725	6	594.725	0	594.725	4	594.725	1	
595.207	-1	595.207	1	595.207	0	595.207	2	595.207	-1	595.207	4	595.207	3	595.207	-1	595.207	-1	595.207	0	595.207	-4	595.207	2	595.207	0	595.207	0	595.207	1	
595.689	1	595.689	-1	595.689	-2	595.689	-2	595.689	-1	595.689	3	595.689	-3	595.689	1	595.689	-1	595.689	2	595.689	1	595.689	1	595.689	1	595.689	-2	595.689	-2	
596.171	1	596.171	-3	596.171	0	596.171	2	596.171	-4	596.171	-1	596.171	1	596.171	1	596.171	-1	596.171	-3	596.171	0	596.171	-3	596.171	-2	596.171	-2	596.171	3	
596.653	4	596.653	2	596.653	7	596.653	6	596.653	3	596.653	6	596.653	2	596.653	2	596.653	7	596.653	1	596.653	8	596.653	0	596.653	4	596.653	2	596.653	3	
597.135	-1	597.135	-1	597.135	0	597.135	0	597.135	-2	597.135	1	597.135	-1	597.135	-1	597.135	3	597.135	4	597.135	-1	597.135	-1	597.135	-1	597.135	2	597.135	0	
597.617	-1	597.617	-2	597.617	-3	597.617	-3	597.617	-1	597.617	-2	597.617	-1	597.617	-2	597.617	-4	597.617	-5	597.617	-3	597.617	-1	597.617	-2	597.617	-3	597.617	1	
598.1	1	598.1	1	598.1	-1	598.1	-1	598.1	0	598.1	-2	598.1	3	598.1	-2	598.1	2	598.1	3	598.1	0	598.1	0	598.1	0	598.1	1	598.1	-1	
598.582	-2	598.582	-1	598.582	1	598.582	-1	598.582	0	598.582	1	598.582	0	598.582	0	598.582	1	598.582	2	598.582	1	598.582	3	598.582	-1	598.582	1	598.582	-1	
599.064	1	599.064	2	599.064	2	599.064	1	599.064	0	599.064	1	599.064	0	599.064	2	599.064	2	599.064	3	599.064	3	599.064	2	599.064	0	599.064	5	599.064	2	
599.546	2	599.546	1	599.546	-2	599.546	1	599.546	1	599.546	-2	599.546	-3	599.546	-3	599.546	0	599.546	2	599.546	3	599.546	1	599.546	-2	599.546	4	599.546	0	
600.029	-5	600.029	-1	600.029	-7	600.029	-4	600.029	-6	600.029	-4	600.029	-5	600.029	-7	600.029	-2	600.029	-1	600.029	-3	600.029	3	600.029	-2	600.029	-7	600.029	-2	
600.511	4	600.511	-2	600.511	2	600.511	-2	600.511	-2	600.511	0	600.511	4	600.511	2	600.511	1	600.511	3	600.511	-2	600.511	1	600.511	2	600.511	4	600.511	2	
600.994	-1	600.994	4	600.994	-2	600.994	4	600.994	7	600.994	0	600.994	1	600.994	3	600.994	2	600.994	-2	600.994	2	600.994	0	600.994	2	600.994	4	600.994	1	
601.476	2	601.476	0	601.476	-1	601.476	2	601.476	2	601.476	-4	601.476	1	601.476	2	601.476	1	601.476	2	601.476	1	601.476	2	601.476	5	601.476	0	601.476	4	
601.959	-5	601.959	0	601.959	-2	601.959	-3	601.959	-5	601.959	-3	601.959	-1	601.959	0	601.959	-6	601.959	-5	601.959	-1	601.959	-5	601.959	-1	601.959	-3	601.959	-1	
602.441	2	602.441	4	602.441	2	602.441	0	602.441	4	602.441	2	602.441	3	602.441	2	602.441	5	602.441	5	602.441	0	602.441	7	602.441	2	602.441	6	602.441	2	
602.924	2.5	602.924	3	602.924	0.5	602.924	0	602.924	2.5	602.924	-0.5	602.924	2	602.924	0.5	602.924	1.5	602.924	4	602.924	1	602.924	3.5	602.924	0.5	602.924	4.5	602.924	-1	
603.406	3	603.406	2	603.406	-1	603.406	0	603.406	1	603.406	-3	603.406	1	603.406	-1	603.406	-2	603.406	3	603.406	2	603.406	0	603.406	-1	603.406	3	603.406	-4	
603.889	4	603.889	0	603.889	0	603.889	1	603.889	7	603.889	-1	603.889	8	603.889	3	603.889	7	603.889	4	603.889	3	603.889	0	603.889	2	603.889	-1	603.889	2	
